time,streamflow
1989-06-25,20.841
1989-06-26,18.009
1989-06-27,15.999
1989-06-28,13.366
1989-06-29,13.366
1989-06-30,12.176
1989-07-01,12.063
1989-07-02,11.015
1989-07-03,10.959
1989-07-04,17.358
1989-07-05,14.611
1989-07-06,18.887
1989-07-07,16.282
1989-07-08,14.895
1989-07-09,11.95
1989-07-10,10.279
1989-07-11,9.458
1989-07-12,11.412
1989-07-13,16.056
1989-07-14,10.364
1989-07-15,8.523
1989-07-16,7.589
1989-07-17,7.306
1989-07-18,6.654
1989-07-19,6.201
1989-07-20,6.909
1989-07-21,7.674
1989-07-22,12.828
1989-07-23,26.844
1989-07-24,20.785
1989-07-25,10.902
1989-07-26,8.552
1989-07-27,7.702
1989-07-28,6.626
1989-07-29,6.088
1989-07-30,5.748
1989-07-31,5.918
1989-08-01,5.578
1989-08-02,6.569
1989-08-03,6.145
1989-08-04,5.125
1989-08-05,4.672
1989-08-06,4.446
1989-08-07,4.248
1989-08-08,4.049
1989-08-09,3.823
1989-08-10,3.794
1989-08-11,3.71
1989-08-12,3.596
1989-08-13,3.483
1989-08-14,3.426
1989-08-15,3.908
1989-08-16,5.607
1989-08-17,4.248
1989-08-18,3.794
1989-08-19,3.653
1989-08-20,3.398
1989-08-21,3.228
1989-08-22,3.115
1989-08-23,3.03
1989-08-24,3.285
1989-08-25,14.357
1989-08-26,9.684
1989-08-27,6.315
1989-08-28,4.701
1989-08-29,4.191
1989-08-30,9.231
1989-08-31,20.388
1989-09-01,9.599
1989-09-02,7.164
1989-09-03,6.116
1989-09-04,6.428
1989-09-05,6.598
1989-09-06,5.182
1989-09-07,4.729
1989-09-08,4.361
1989-09-09,3.964
1989-09-10,3.681
1989-09-11,3.653
1989-09-12,3.993
1989-09-13,4.049
1989-09-14,4.191
1989-09-15,6.286
1989-09-16,11.355
1989-09-17,6.23
1989-09-18,4.417
1989-09-19,3.851
1989-09-20,3.483
1989-09-21,3.398
1989-09-22,12.884
1989-09-23,33.414
1989-09-24,18.066
1989-09-25,18.689
1989-09-26,54.935
1989-09-27,26.703
1989-09-28,15.688
1989-09-29,85.234
1989-09-30,215.774
1989-10-01,351.128
1989-10-02,311.485
1989-10-03,121.196
1989-10-04,31.432
1989-10-05,22.285
1989-10-06,18.123
1989-10-07,15.263
1989-10-08,13.082
1989-10-09,11.412
1989-10-10,10.364
1989-10-11,9.599
1989-10-12,8.948
1989-10-13,8.382
1989-10-14,8.014
1989-10-15,7.504
1989-10-16,7.334
1989-10-17,10.421
1989-10-18,13.082
1989-10-19,16.027
1989-10-20,12.969
1989-10-21,10.647
1989-10-22,9.26
1989-10-23,8.495
1989-10-24,7.702
1989-10-25,7.164
1989-10-26,6.768
1989-10-27,6.343
1989-10-28,6.031
1989-10-29,5.833
1989-10-30,5.748
1989-10-31,5.72
1989-11-01,5.947
1989-11-02,5.55
1989-11-03,5.295
1989-11-04,5.04
1989-11-05,4.955
1989-11-06,6.428
1989-11-07,13.252
1989-11-08,18.887
1989-11-09,25.57
1989-11-10,21.691
1989-11-11,14.385
1989-11-12,11.044
1989-11-13,9.345
1989-11-14,9.005
1989-11-15,16.65
1989-11-16,83.818
1989-11-17,113.834
1989-11-18,27.411
1989-11-19,19.708
1989-11-20,16.537
1989-11-21,14.81
1989-11-22,21.832
1989-11-23,94.578
1989-11-24,61.731
1989-11-25,25.598
1989-11-26,20.869
1989-11-27,18.236
1989-11-28,20.048
1989-11-29,18.038
1989-11-30,14.668
1989-12-01,13.394
1989-12-02,12.459
1989-12-03,11.667
1989-12-04,10.845
1989-12-05,10.562
1989-12-06,10.251
1989-12-07,9.939
1989-12-08,19.397
1989-12-09,22.54
1989-12-10,18.831
1989-12-11,16.084
1989-12-12,30.582
1989-12-13,35.396
1989-12-14,23.39
1989-12-15,18.972
1989-12-16,16.679
1989-12-17,13.79
1989-12-18,13.139
1989-12-19,13.196
1989-12-20,13.309
1989-12-21,11.582
1989-12-22,10.336
1989-12-23,9.911
1989-12-24,9.628
1989-12-25,9.345
1989-12-26,8.92
1989-12-27,8.637
1989-12-28,8.24
1989-12-29,8.835
1989-12-30,9.571
1989-12-31,41.059
1990-01-01,92.03
1990-01-02,35.679
1990-01-03,23.135
1990-01-04,32.847
1990-01-05,43.891
1990-01-06,52.669
1990-01-07,47.006
1990-01-08,63.146
1990-01-09,58.049
1990-01-10,32.564
1990-01-11,25.06
1990-01-12,21.776
1990-01-13,19.001
1990-01-14,17.217
1990-01-15,16.197
1990-01-16,15.291
1990-01-17,14.47
1990-01-18,15.489
1990-01-19,16.112
1990-01-20,22.625
1990-01-21,97.693
1990-01-22,76.172
1990-01-23,28.6
1990-01-24,24.041
1990-01-25,57.766
1990-01-26,75.606
1990-01-27,34.263
1990-01-28,25.4
1990-01-29,32.281
1990-01-30,62.863
1990-01-31,35.679
1990-02-01,25.797
1990-02-02,24.069
1990-02-03,28.6
1990-02-04,71.642
1990-02-05,85.8
1990-02-06,34.83
1990-02-07,27.835
1990-02-08,23.645
1990-02-09,21.861
1990-02-10,91.18
1990-02-11,192.554
1990-02-12,65.129
1990-02-13,30.016
1990-02-14,24.947
1990-02-15,26.533
1990-02-16,470.059
1990-02-17,492.712
1990-02-18,119.214
1990-02-19,60.315
1990-02-20,41.059
1990-02-21,31.148
1990-02-22,38.228
1990-02-23,63.146
1990-02-24,38.228
1990-02-25,27.977
1990-02-26,23.814
1990-02-27,21.662
1990-02-28,20.19
1990-03-01,19.539
1990-03-02,33.697
1990-03-03,101.657
1990-03-04,77.305
1990-03-05,35.962
1990-03-06,26.278
1990-03-07,21.691
1990-03-08,25.938
1990-03-09,44.174
1990-03-10,81.836
1990-03-11,47.289
1990-03-12,31.998
1990-03-13,24.834
1990-03-14,21.351
1990-03-15,20.331
1990-03-16,118.931
1990-03-17,419.089
1990-03-18,240.41
1990-03-19,77.305
1990-03-20,36.246
1990-03-21,28.6
1990-03-22,24.806
1990-03-23,22.144
1990-03-24,20.218
1990-03-25,18.717
1990-03-26,17.5
1990-03-27,16.99
1990-03-28,15.574
1990-03-29,15.659
1990-03-30,16.509
1990-03-31,15.291
1990-04-01,14.328
1990-04-02,13.592
1990-04-03,12.884
1990-04-04,12.346
1990-04-05,11.893
1990-04-06,11.638
1990-04-07,14.413
1990-04-08,12.205
1990-04-09,11.327
1990-04-10,11.27
1990-04-11,14.187
1990-04-12,13.252
1990-04-13,12.459
1990-04-14,11.695
1990-04-15,11.638
1990-04-16,11.044
1990-04-17,10.449
1990-04-18,10.59
1990-04-19,9.911
1990-04-20,9.486
1990-04-21,10.137
1990-04-22,12.374
1990-04-23,10.59
1990-04-24,10.194
1990-04-25,9.769
1990-04-26,9.514
1990-04-27,9.061
1990-04-28,9.883
1990-04-29,15.348
1990-04-30,12.601
1990-05-01,12.063
1990-05-02,13.167
1990-05-03,11.44
1990-05-04,10.251
1990-05-05,14.923
1990-05-06,12.346
1990-05-07,10.336
1990-05-08,9.373
1990-05-09,10.704
1990-05-10,48.422
1990-05-11,28.6
1990-05-12,16.339
1990-05-13,12.828
1990-05-14,10.902
1990-05-15,9.401
1990-05-16,8.495
1990-05-17,8.41
1990-05-18,10.222
1990-05-19,7.929
1990-05-20,8.042
1990-05-21,8.637
1990-05-22,8.608
1990-05-23,8.523
1990-05-24,7.759
1990-05-25,7.108
1990-05-26,6.569
1990-05-27,6.626
1990-05-28,9.628
1990-05-29,10.137
1990-05-30,7.391
1990-05-31,6.541
1990-06-01,5.947
1990-06-02,5.777
1990-06-03,6.4
1990-06-04,8.665
1990-06-05,6.145
1990-06-06,5.324
1990-06-07,4.955
1990-06-08,4.701
1990-06-09,4.502
1990-06-10,4.531
1990-06-11,4.248
1990-06-12,3.936
1990-06-13,3.738
1990-06-14,3.625
1990-06-15,3.596
1990-06-16,3.625
1990-06-17,3.71
1990-06-18,3.511
1990-06-19,3.483
1990-06-20,3.483
1990-06-21,3.2
1990-06-22,3.228
1990-06-23,3.54
1990-06-24,3.256
1990-06-25,3.002
1990-06-26,2.803
1990-06-27,2.633
1990-06-28,2.52
1990-06-29,2.492
1990-06-30,2.464
1990-07-01,2.294
1990-07-02,2.803
1990-07-03,3.908
1990-07-04,2.605
1990-07-05,2.237
1990-07-06,2.124
1990-07-07,1.982
1990-07-08,1.926
1990-07-09,1.812
1990-07-10,5.437
1990-07-11,5.21
1990-07-12,6.768
1990-07-13,18.491
1990-07-14,38.511
1990-07-15,27.127
1990-07-16,12.601
1990-07-17,8.467
1990-07-18,6.569
1990-07-19,6.088
1990-07-20,5.833
1990-07-21,6.201
1990-07-22,6.173
1990-07-23,7.277
1990-07-24,9.26
1990-07-25,7.023
1990-07-26,5.635
1990-07-27,4.927
1990-07-28,4.276
1990-07-29,3.766
1990-07-30,3.596
1990-07-31,3.568
1990-08-01,3.398
1990-08-02,3.256
1990-08-03,3.171
1990-08-04,3.03
1990-08-05,4.389
1990-08-06,6.371
1990-08-07,5.578
1990-08-08,6.428
1990-08-09,6.06
1990-08-10,5.239
1990-08-11,7.617
1990-08-12,5.239
1990-08-13,4.248
1990-08-14,4.276
1990-08-15,3.681
1990-08-16,3.455
1990-08-17,3.143
1990-08-18,2.917
1990-08-19,2.775
1990-08-20,2.69
1990-08-21,2.549
1990-08-22,2.775
1990-08-23,6.031
1990-08-24,3.993
1990-08-25,2.973
1990-08-26,2.69
1990-08-27,2.549
1990-08-28,2.435
1990-08-29,2.294
1990-08-30,2.294
1990-08-31,2.718
1990-09-01,2.577
1990-09-02,2.35
1990-09-03,2.294
1990-09-04,2.124
1990-09-05,1.954
1990-09-06,1.869
1990-09-07,1.756
1990-09-08,1.699
1990-09-09,2.237
1990-09-10,3.596
1990-09-11,7.051
1990-09-12,4.248
1990-09-13,14.073
1990-09-14,8.693
1990-09-15,7.164
1990-09-16,4.729
1990-09-17,3.426
1990-09-18,2.917
1990-09-19,2.605
1990-09-20,2.492
1990-09-21,3.115
1990-09-22,10.477
1990-09-23,9.288
1990-09-24,5.21
1990-09-25,3.851
1990-09-26,3.313
1990-09-27,3.03
1990-09-28,2.775
1990-09-29,2.605
1990-09-30,2.52
1990-10-01,2.435
1990-10-02,2.294
1990-10-03,2.067
1990-10-04,2.095
1990-10-05,2.322
1990-10-06,2.435
1990-10-07,1.869
1990-10-08,2.095
1990-10-09,2.803
1990-10-10,2.69
1990-10-11,2.152
1990-10-12,2.322
1990-10-13,2.18
1990-10-14,1.982
1990-10-15,1.756
1990-10-16,1.642
1990-10-17,1.557
1990-10-18,12.035
1990-10-19,16.48
1990-10-20,7.391
1990-10-21,5.04
1990-10-22,12.261
1990-10-23,44.174
1990-10-24,20.133
1990-10-25,11.751
1990-10-26,8.835
1990-10-27,7.108
1990-10-28,5.947
1990-10-29,5.182
1990-10-30,4.587
1990-10-31,4.248
1990-11-01,3.936
1990-11-02,3.738
1990-11-03,3.568
1990-11-04,3.483
1990-11-05,3.596
1990-11-06,4.842
1990-11-07,5.04
1990-11-08,3.879
1990-11-09,6.598
1990-11-10,24.069
1990-11-11,16.594
1990-11-12,11.129
1990-11-13,8.778
1990-11-14,7.306
1990-11-15,6.343
1990-11-16,5.692
1990-11-17,5.324
1990-11-18,5.069
1990-11-19,4.644
1990-11-20,4.361
1990-11-21,4.163
1990-11-22,3.964
1990-11-23,3.964
1990-11-24,4.078
1990-11-25,3.738
1990-11-26,3.54
1990-11-27,3.455
1990-11-28,4.163
1990-11-29,13.847
1990-11-30,8.75
1990-12-01,6.683
1990-12-02,5.777
1990-12-03,8.92
1990-12-04,23.475
1990-12-05,15.716
1990-12-06,10.874
1990-12-07,8.976
1990-12-08,7.73
1990-12-09,6.683
1990-12-10,5.947
1990-12-11,5.635
1990-12-12,5.125
1990-12-13,4.87
1990-12-14,5.324
1990-12-15,5.578
1990-12-16,5.324
1990-12-17,5.72
1990-12-18,10.336
1990-12-19,33.98
1990-12-20,20.53
1990-12-21,16.962
1990-12-22,14.668
1990-12-23,97.127
1990-12-24,302.99
1990-12-25,113.267
1990-12-26,28.005
1990-12-27,24.324
1990-12-28,35.396
1990-12-29,31.148
1990-12-30,27.156
1990-12-31,62.863
1991-01-01,52.386
1991-01-02,27.127
1991-01-03,23.475
1991-01-04,22.144
1991-01-05,18.293
1991-01-06,16.367
1991-01-07,15.744
1991-01-08,16.848
1991-01-09,15.149
1991-01-10,15.942
1991-01-11,51.253
1991-01-12,48.422
1991-01-13,29.733
1991-01-14,22.795
1991-01-15,19.17
1991-01-16,19.114
1991-01-17,16.594
1991-01-18,14.357
1991-01-19,15.149
1991-01-20,14.187
1991-01-21,12.856
1991-01-22,11.355
1991-01-23,10.59
1991-01-24,10.194
1991-01-25,9.741
1991-01-26,9.118
1991-01-27,8.863
1991-01-28,8.92
1991-01-29,8.552
1991-01-30,9.061
1991-01-31,14.611
1991-02-01,12.289
1991-02-02,10.675
1991-02-03,9.826
1991-02-04,9.288
1991-02-05,8.835
1991-02-06,8.608
1991-02-07,8.807
1991-02-08,8.155
1991-02-09,7.73
1991-02-10,7.447
1991-02-11,7.164
1991-02-12,6.796
1991-02-13,8.099
1991-02-14,26.278
1991-02-15,20.105
1991-02-16,13.988
1991-02-17,14.017
1991-02-18,47.572
1991-02-19,95.144
1991-02-20,205.297
1991-02-21,188.59
1991-02-22,60.032
1991-02-23,39.36
1991-02-24,30.016
1991-02-25,23.645
1991-02-26,22.285
1991-02-27,18.859
1991-02-28,16.764
1991-03-01,15.942
1991-03-02,28.883
1991-03-03,57.483
1991-03-04,65.695
1991-03-05,32.847
1991-03-06,25.315
1991-03-07,24.692
1991-03-08,23.616
1991-03-09,22.88
1991-03-10,19.029
1991-03-11,16.735
1991-03-12,15.433
1991-03-13,21.861
1991-03-14,19.878
1991-03-15,16.339
1991-03-16,14.328
1991-03-17,13.139
1991-03-18,15.404
1991-03-19,14.272
1991-03-20,12.686
1991-03-21,11.865
1991-03-22,11.298
1991-03-23,11.383
1991-03-24,12.969
1991-03-25,11.327
1991-03-26,10.534
1991-03-27,9.911
1991-03-28,29.733
1991-03-29,54.651
1991-03-30,129.125
1991-03-31,52.952
1991-04-01,23.786
1991-04-02,18.944
1991-04-03,16.112
1991-04-04,14.272
1991-04-05,20.586
1991-04-06,23.361
1991-04-07,17.755
1991-04-08,16.622
1991-04-09,23.673
1991-04-10,24.211
1991-04-11,19.255
1991-04-12,16.395
1991-04-13,15.829
1991-04-14,14.385
1991-04-15,13.422
1991-04-16,12.318
1991-04-17,11.015
1991-04-18,10.279
1991-04-19,22.54
1991-04-20,22.568
1991-04-21,17.075
1991-04-22,14.272
1991-04-23,12.686
1991-04-24,11.298
1991-04-25,10.081
1991-04-26,9.316
1991-04-27,10.251
1991-04-28,28.6
1991-04-29,42.475
1991-04-30,81.836
1991-05-01,58.899
1991-05-02,26.816
1991-05-03,19.51
1991-05-04,23.843
1991-05-05,78.438
1991-05-06,112.135
1991-05-07,70.226
1991-05-08,27.127
1991-05-09,21.464
1991-05-10,18.179
1991-05-11,16.141
1991-05-12,15.433
1991-05-13,14.073
1991-05-14,12.828
1991-05-15,11.836
1991-05-16,15.886
1991-05-17,22.002
1991-05-18,13.196
1991-05-19,11.78
1991-05-20,14.385
1991-05-21,10.76
1991-05-22,9.684
1991-05-23,9.146
1991-05-24,8.863
1991-05-25,8.127
1991-05-26,7.617
1991-05-27,7.249
1991-05-28,7.844
1991-05-29,8.382
1991-05-30,7.306
1991-05-31,6.541
1991-06-01,6.088
1991-06-02,5.947
1991-06-03,5.805
1991-06-04,5.862
1991-06-05,6.031
1991-06-06,5.324
1991-06-07,4.87
1991-06-08,4.587
1991-06-09,4.389
1991-06-10,4.248
1991-06-11,4.078
1991-06-12,4.134
1991-06-13,8.75
1991-06-14,19.001
1991-06-15,10.081
1991-06-16,6.796
1991-06-17,7.277
1991-06-18,6.343
1991-06-19,5.352
1991-06-20,5.409
1991-06-21,8.099
1991-06-22,9.09
1991-06-23,8.637
1991-06-24,6.796
1991-06-25,6.371
1991-06-26,51.537
1991-06-27,37.661
1991-06-28,31.148
1991-06-29,20.077
1991-06-30,13.705
1991-07-01,10.477
1991-07-02,8.75
1991-07-03,7.561
1991-07-04,6.824
1991-07-05,7.476
1991-07-06,6.938
1991-07-07,5.975
1991-07-08,5.437
1991-07-09,5.21
1991-07-10,5.04
1991-07-11,7.9
1991-07-12,8.155
1991-07-13,5.607
1991-07-14,4.701
1991-07-15,4.984
1991-07-16,6.824
1991-07-17,7.023
1991-07-18,6.286
1991-07-19,8.155
1991-07-20,6.739
1991-07-21,5.805
1991-07-22,5.125
1991-07-23,4.502
1991-07-24,4.134
1991-07-25,4.701
1991-07-26,6.485
1991-07-27,5.692
1991-07-28,5.182
1991-07-29,10.449
1991-07-30,8.042
1991-07-31,5.72
1991-08-01,4.757
1991-08-02,4.417
1991-08-03,3.964
1991-08-04,3.625
1991-08-05,4.248
1991-08-06,4.078
1991-08-07,3.766
1991-08-08,3.483
1991-08-09,4.021
1991-08-10,6.654
1991-08-11,5.069
1991-08-12,4.276
1991-08-13,5.154
1991-08-14,4.814
1991-08-15,4.502
1991-08-16,4.191
1991-08-17,3.681
1991-08-18,3.426
1991-08-19,3.625
1991-08-20,4.106
1991-08-21,4.474
1991-08-22,3.37
1991-08-23,3.058
1991-08-24,2.888
1991-08-25,2.832
1991-08-26,4.474
1991-08-27,13.535
1991-08-28,6.824
1991-08-29,5.097
1991-08-30,5.182
1991-08-31,6.286
1991-09-01,5.21
1991-09-02,4.446
1991-09-03,3.908
1991-09-04,3.568
1991-09-05,3.313
1991-09-06,3.143
1991-09-07,2.973
1991-09-08,2.86
1991-09-09,2.718
1991-09-10,2.633
1991-09-11,2.52
1991-09-12,2.464
1991-09-13,2.464
1991-09-14,2.35
1991-09-15,2.294
1991-09-16,2.265
1991-09-17,2.209
1991-09-18,2.095
1991-09-19,2.492
1991-09-20,2.379
1991-09-21,2.747
1991-09-22,2.18
1991-09-23,2.01
1991-09-24,2.718
1991-09-25,6.23
1991-09-26,6.428
1991-09-27,3.993
1991-09-28,3.03
1991-09-29,2.662
1991-09-30,2.464
1991-10-01,2.35
1991-10-02,2.294
1991-10-03,2.435
1991-10-04,2.549
1991-10-05,2.209
1991-10-06,2.095
1991-10-07,2.095
1991-10-08,2.01
1991-10-09,1.954
1991-10-10,1.954
1991-10-11,1.982
1991-10-12,1.869
1991-10-13,1.812
1991-10-14,1.699
1991-10-15,1.727
1991-10-16,1.841
1991-10-17,1.897
1991-10-18,1.756
1991-10-19,1.671
1991-10-20,1.642
1991-10-21,1.614
1991-10-22,1.614
1991-10-23,1.614
1991-10-24,1.671
1991-10-25,1.671
1991-10-26,1.671
1991-10-27,1.671
1991-10-28,1.642
1991-10-29,1.557
1991-10-30,1.472
1991-10-31,1.444
1991-11-01,1.727
1991-11-02,2.294
1991-11-03,3.2
1991-11-04,2.039
1991-11-05,1.671
1991-11-06,1.557
1991-11-07,1.671
1991-11-08,1.699
1991-11-09,1.869
1991-11-10,1.897
1991-11-11,1.671
1991-11-12,1.529
1991-11-13,1.529
1991-11-14,1.444
1991-11-15,1.416
1991-11-16,1.388
1991-11-17,1.388
1991-11-18,1.331
1991-11-19,1.388
1991-11-20,1.416
1991-11-21,2.52
1991-11-22,27.099
1991-11-23,25.202
1991-11-24,10.59
1991-11-25,7.447
1991-11-26,5.89
1991-11-27,5.097
1991-11-28,4.587
1991-11-29,4.276
1991-11-30,4.134
1991-12-01,37.378
1991-12-02,131.673
1991-12-03,174.148
1991-12-04,146.964
1991-12-05,33.697
1991-12-06,18.349
1991-12-07,14.555
1991-12-08,12.374
1991-12-09,13.904
1991-12-10,47.572
1991-12-11,27.043
1991-12-12,18.293
1991-12-13,14.781
1991-12-14,41.343
1991-12-15,45.873
1991-12-16,22.568
1991-12-17,17.075
1991-12-18,14.13
1991-12-19,12.006
1991-12-20,10.675
1991-12-21,9.968
1991-12-22,9.798
1991-12-23,12.544
1991-12-24,26.051
1991-12-25,20.303
1991-12-26,15.574
1991-12-27,13.139
1991-12-28,41.059
1991-12-29,88.065
1991-12-30,33.131
1991-12-31,21.691
1992-01-01,17.471
1992-01-02,15.631
1992-01-03,83.535
1992-01-04,115.533
1992-01-05,70.509
1992-01-06,30.865
1992-01-07,22.427
1992-01-08,18.208
1992-01-09,16.169
1992-01-10,14.498
1992-01-11,12.743
1992-01-12,11.723
1992-01-13,11.836
1992-01-14,18.406
1992-01-15,14.328
1992-01-16,12.205
1992-01-17,10.93
1992-01-18,10.732
1992-01-19,10.024
1992-01-20,9.458
1992-01-21,9.061
1992-01-22,8.835
1992-01-23,38.794
1992-01-24,59.182
1992-01-25,27.949
1992-01-26,20.19
1992-01-27,16.339
1992-01-28,14.696
1992-01-29,13.394
1992-01-30,12.205
1992-01-31,11.497
1992-02-01,10.732
1992-02-02,9.996
1992-02-03,9.543
1992-02-04,9.175
1992-02-05,8.948
1992-02-06,8.75
1992-02-07,8.467
1992-02-08,8.127
1992-02-09,7.702
1992-02-10,7.334
1992-02-11,7.192
1992-02-12,7.051
1992-02-13,7.108
1992-02-14,7.73
1992-02-15,25.513
1992-02-16,36.812
1992-02-17,20.473
1992-02-18,19.51
1992-02-19,16.367
1992-02-20,14.017
1992-02-21,12.318
1992-02-22,11.27
1992-02-23,24.89
1992-02-24,30.016
1992-02-25,44.457
1992-02-26,145.265
1992-02-27,114.4
1992-02-28,33.131
1992-02-29,23.786
1992-03-01,18.916
1992-03-02,16.197
1992-03-03,14.385
1992-03-04,13.224
1992-03-05,12.318
1992-03-06,12.856
1992-03-07,22.767
1992-03-08,17.047
1992-03-09,14.243
1992-03-10,29.166
1992-03-11,31.715
1992-03-12,21.436
1992-03-13,17.528
1992-03-14,14.753
1992-03-15,13.224
1992-03-16,11.95
1992-03-17,11.015
1992-03-18,13.196
1992-03-19,44.457
1992-03-20,33.131
1992-03-21,23.729
1992-03-22,20.048
1992-03-23,41.343
1992-03-24,33.131
1992-03-25,23.191
1992-03-26,28.09
1992-03-27,23.305
1992-03-28,19.312
1992-03-29,16.735
1992-03-30,18.548
1992-03-31,20.473
1992-04-01,17.018
1992-04-02,15.404
1992-04-03,13.847
1992-04-04,12.884
1992-04-05,11.95
1992-04-06,10.959
1992-04-07,11.355
1992-04-08,11.213
1992-04-09,10.137
1992-04-10,9.599
1992-04-11,9.373
1992-04-12,9.883
1992-04-13,8.92
1992-04-14,8.58
1992-04-15,8.608
1992-04-16,8.92
1992-04-17,8.24
1992-04-18,7.815
1992-04-19,7.532
1992-04-20,8.07
1992-04-21,26.788
1992-04-22,43.608
1992-04-23,18.746
1992-04-24,13.082
1992-04-25,10.845
1992-04-26,9.345
1992-04-27,8.552
1992-04-28,8.042
1992-04-29,7.532
1992-04-30,7.051
1992-05-01,6.711
1992-05-02,6.258
1992-05-03,5.918
1992-05-04,5.578
1992-05-05,5.38
1992-05-06,5.295
1992-05-07,5.239
1992-05-08,8.807
1992-05-09,13.875
1992-05-10,10.081
1992-05-11,7.815
1992-05-12,6.654
1992-05-13,6.088
1992-05-14,5.947
1992-05-15,5.55
1992-05-16,5.125
1992-05-17,4.814
1992-05-18,4.531
1992-05-19,4.332
1992-05-20,9.061
1992-05-21,8.184
1992-05-22,6.286
1992-05-23,5.352
1992-05-24,4.786
1992-05-25,5.748
1992-05-26,5.267
1992-05-27,4.587
1992-05-28,4.248
1992-05-29,4.191
1992-05-30,4.644
1992-05-31,4.757
1992-06-01,4.134
1992-06-02,3.794
1992-06-03,3.851
1992-06-04,8.722
1992-06-05,18.746
1992-06-06,10.959
1992-06-07,7.872
1992-06-08,6.286
1992-06-09,8.042
1992-06-10,13.224
1992-06-11,8.608
1992-06-12,31.715
1992-06-13,29.449
1992-06-14,31.148
1992-06-15,33.697
1992-06-16,17.981
1992-06-17,12.629
1992-06-18,10.109
1992-06-19,9.571
1992-06-20,8.24
1992-06-21,7.362
1992-06-22,6.343
1992-06-23,5.72
1992-06-24,5.324
1992-06-25,5.012
1992-06-26,5.097
1992-06-27,5.239
1992-06-28,4.474
1992-06-29,4.134
1992-06-30,4.304
1992-07-01,5.125
1992-07-02,5.748
1992-07-03,14.272
1992-07-04,11.667
1992-07-05,7.504
1992-07-06,16.056
1992-07-07,13.62
1992-07-08,11.695
1992-07-09,8.184
1992-07-10,6.456
1992-07-11,5.578
1992-07-12,4.955
1992-07-13,4.531
1992-07-14,4.163
1992-07-15,3.908
1992-07-16,4.644
1992-07-17,4.87
1992-07-18,4.304
1992-07-19,4.078
1992-07-20,3.653
1992-07-21,3.341
1992-07-22,4.446
1992-07-23,6.4
1992-07-24,7.589
1992-07-25,6.201
1992-07-26,4.417
1992-07-27,4.106
1992-07-28,4.417
1992-07-29,3.794
1992-07-30,3.285
1992-07-31,3.2
1992-08-01,5.352
1992-08-02,4.389
1992-08-03,3.341
1992-08-04,3.058
1992-08-05,2.917
1992-08-06,2.86
1992-08-07,2.832
1992-08-08,2.888
1992-08-09,2.747
1992-08-10,2.633
1992-08-11,2.577
1992-08-12,2.492
1992-08-13,3.03
1992-08-14,3.03
1992-08-15,2.917
1992-08-16,2.492
1992-08-17,3.653
1992-08-18,4.531
1992-08-19,4.984
1992-08-20,3.54
1992-08-21,3.058
1992-08-22,5.097
1992-08-23,8.41
1992-08-24,7.674
1992-08-25,5.38
1992-08-26,4.191
1992-08-27,3.766
1992-08-28,13.875
1992-08-29,23.107
1992-08-30,10.534
1992-08-31,7.023
1992-09-01,5.324
1992-09-02,4.417
1992-09-03,4.049
1992-09-04,7.108
1992-09-05,13.705
1992-09-06,10.024
1992-09-07,7.419
1992-09-08,6.031
1992-09-09,5.125
1992-09-10,4.786
1992-09-11,7.929
1992-09-12,5.097
1992-09-13,3.993
1992-09-14,3.568
1992-09-15,3.341
1992-09-16,3.115
1992-09-17,2.945
1992-09-18,2.888
1992-09-19,3.03
1992-09-20,3.058
1992-09-21,3.058
1992-09-22,3.03
1992-09-23,6.824
1992-09-24,5.38
1992-09-25,3.625
1992-09-26,3.171
1992-09-27,3.54
1992-09-28,4.587
1992-09-29,3.71
1992-09-30,3.2
1992-10-01,2.605
1992-10-02,2.435
1992-10-03,2.379
1992-10-04,8.835
1992-10-05,17.387
1992-10-06,12.997
1992-10-07,8.41
1992-10-08,6.201
1992-10-09,5.239
1992-10-10,4.842
1992-10-11,4.672
1992-10-12,4.984
1992-10-13,3.936
1992-10-14,3.568
1992-10-15,3.341
1992-10-16,3.285
1992-10-17,3.143
1992-10-18,3.058
1992-10-19,2.888
1992-10-20,2.803
1992-10-21,2.832
1992-10-22,2.86
1992-10-23,2.86
1992-10-24,2.832
1992-10-25,2.888
1992-10-26,2.832
1992-10-27,2.803
1992-10-28,2.832
1992-10-29,2.945
1992-10-30,5.89
1992-10-31,30.865
1992-11-01,10.052
1992-11-02,39.077
1992-11-03,49.554
1992-11-04,30.299
1992-11-05,39.644
1992-11-06,28.6
1992-11-07,19.935
1992-11-08,14.866
1992-11-09,12.12
1992-11-10,10.449
1992-11-11,9.373
1992-11-12,16.339
1992-11-13,32.847
1992-11-14,20.983
1992-11-15,15.121
1992-11-16,12.289
1992-11-17,10.76
1992-11-18,9.769
1992-11-19,8.891
1992-11-20,8.24
1992-11-21,8.41
1992-11-22,17.5
1992-11-23,39.927
1992-11-24,33.697
1992-11-25,79.287
1992-11-26,66.261
1992-11-27,29.733
1992-11-28,21.011
1992-11-29,16.48
1992-11-30,13.847
1992-12-01,12.346
1992-12-02,11.242
1992-12-03,10.222
1992-12-04,9.486
1992-12-05,10.364
1992-12-06,9.458
1992-12-07,9.26
1992-12-08,9.288
1992-12-09,8.693
1992-12-10,9.458
1992-12-11,11.61
1992-12-12,10.59
1992-12-13,9.656
1992-12-14,8.948
1992-12-15,8.41
1992-12-16,9.713
1992-12-17,59.182
